id,age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status,offspring_1,height2
2273,24,fit,mostly anything,socially,never,working on ph.d program,white,70,0,student,20JUN12:19:35:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,other and laughing about it,m,aquarius,no,"english, spanish (okay), hindi (poorly), thai (poorly)",single,NO,177.8
2274,33,athletic,strictly anything,socially,never,graduated from college/university,white,70,0,sales / marketing / biz dev,30JUN12:14:54:00,"san francisco, california",does not have kids,straight,has dogs and likes cats,agnosticism but not too serious about it,m,libra,no,"english (fluently), french (fluently), italian (poorly)",single,NO,177.8
2275,33,fit,mostly anything,socially,never,graduated from college/university,asian,65,0,science / tech / engineering,30JUN12:10:50:00,"san leandro, california",does not have kids,straight,likes dogs and dislikes c,agnosticism,f,scorpio,no,"english, chinese (fluently)",single,NO,165.1
2276,25,athletic,mostly anything,socially,never,working on college/university,white,66,0,student,26JUN12:22:06:00,"oakland, california","does not have kids, but wants them",gay,has dogs,christianity,m,gemini,sometimes,"english (fluently), french (okay), spanish (poorly)",single,NO,167.64
2277,26,fit,anything,socially,never,graduated from masters program,white,74,0,unemployed,30JUN12:02:25:00,"san carlos, california","does not have kids, but might want them",straight,likes dogs and likes cats,atheism and somewhat serious about it,m,taurus,no,english (fluently),single,NO,187.96
2278,31,a little extra,mostly anything,socially,never,two-year college,white,69,30000,hospitality / travel,12MAY12:00:37:00,"san rafael, california","has a kid, and might want more",straight,likes dogs and likes cats,other but not too serious about it,m,taurus,no,english,single,YES,175.26
2279,47,average,mostly anything,rarely,never,graduated from college/university,white,74,100000,executive / management,29JUN12:02:34:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and likes cats,christianity but not too serious about it,m,leo,no,english,single,NO,187.96
2280,30,fit,mostly anything,socially,never,graduated from masters program,asian,70,0,executive / management,28JUN12:21:08:00,"berkeley, california",does not have kids,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,scorpio,no,english (fluently),single,NO,177.8
2281,18,used up,mostly anything,not at all,never,dropped out of two-year college,white,66,50000,entertainment / media,07MAY12:17:55:00,"berkeley, california","does not have kids, but wants them",straight,dislikes dogs and dislike,christianity and very serious about it,f,gemini,no,english,single,NO,167.64
2282,33,jacked,mostly anything,socially,sometimes,graduated from college/university,pacific islander,69,40000,artistic / musical / writer,30JUN12:02:19:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,other and laughing about it,m,aquarius,no,"english (poorly), frisian (poorly), occitan (poorly), belarusan (poorl",single,NO,175.26
2283,49,average,mostly anything,socially,never,graduated from ph.d program,white,74,0,medicine / health,10JUN12:23:56:00,"san francisco, california",has a kid,gay,likes dogs and has cats,agnosticism and somewhat serious about it,m,cancer,no,english (fluently),single,YES,187.96
2284,49,fit,mostly anything,socially,never,graduated from two-year college,white,71,0,banking / financial / real estate,30JUN12:14:57:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and likes cats,catholicism and laughing about it,m,leo,no,"english (fluently), spanish (poorly), french (poorly)",single,NO,180.34
2285,34,average,mostly anything,not at all,never,working on college/university,white,71,50000,construction / craftsmanship,30JUN12:08:58:00,"san leandro, california","does not have kids, but might want them",straight,likes dogs and dislikes c,christianity but not too serious about it,m,virgo,no,english (fluently),single,NO,180.34
2286,34,fit,strictly anything,often,never,graduated from college/university,white,73,30000,entertainment / media,21JUN12:04:58:00,"alameda, california",does not want kids,straight,likes dogs,atheism and very serious about it,m,cancer,no,"english (fluently), sign language (poorly), spanish (poorly)",single,NO,185.42
2287,25,used up,anything,desperately,sometimes,graduated from space camp,"asian, white",65,1000000,other,17JUN12:15:04:00,"san francisco, california",does not want kids,bisexual,likes dogs and likes cats,atheism and somewhat serious about it,f,cancer,sometimes,english,single,NO,165.1
2288,37,average,mostly anything,rarely,never,working on college/university,black,72,0,other,27JUN12:18:35:00,"oakland, california","does not have kids, and does not want them",straight,likes dogs and likes cats,agnosticism,m,aquarius,no,english,single,NO,182.88
2289,48,fit,mostly anything,socially,never,graduated from two-year college,white,69,0,other,27JUN12:05:50:00,"redwood city, california",does not want kids,straight,has cats,other but not too serious about it,f,virgo,no,english (fluently),single,NO,175.26
2290,50,average,mostly anything,socially,never,graduated from college/university,white,70,0,artistic / musical / writer,29JUN12:17:47:00,"san francisco, california",does not want kids,gay,has dogs and likes cats,agnosticism,m,libra,no,english (fluently),single,NO,177.8
2291,27,athletic,strictly anything,socially,never,space camp,white,76,0,executive / management,30JUN12:14:58:00,"walnut creek, california",does not have kids,straight,likes dogs and likes cats,atheism,m,aquarius,no,"english (fluently), spanish (poorly)",single,NO,193.04
2292,19,skinny,strictly vegetari,rarely,never,working on two-year college,black,66,0,student,30JUN12:07:58:00,"hayward, california","does not have kids, but might want them",straight,has dogs and has cats,christianity but not too serious about it,f,scorpio,no,"english (fluently), spanish (poorly)",single,NO,167.64
2293,47,fit,mostly anything,socially,never,graduated from two-year college,white,71,0,sales / marketing / biz dev,30JUN12:14:59:00,"redwood city, california","has kids, but does not want more",straight,likes dogs and likes cats,catholicism but not too serious about it,m,libra,trying to quit,english (fluently),single,YES,180.34
2294,31,thin,vegetarian,socially,never,working on masters program,white,68,0,student,30JUN12:14:59:00,"oakland, california",does not have kids,straight,likes dogs and likes cats,atheism but not too serious about it,m,capricorn,no,english,single,NO,172.72
2295,23,average,vegetarian,socially,never,working on masters program,asian,61,0,student,29JUN12:18:14:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs,buddhism but not too serious about it,f,gemini,no,english,single,NO,154.94
2296,22,skinny,mostly anything,socially,sometimes,working on college/university,"native american, white, o",66,0,artistic / musical / writer,29JUN12:20:02:00,"oakland, california","does not have kids, but wants them",straight,likes dogs and has cats,other but not too serious about it,f,leo,yes,"english (fluently), french (okay)",seeing someone,NO,167.64
2297,31,curvy,mostly anything,socially,never,graduated from masters program,white,65,0,education / academia,22MAY12:19:35:00,"oakland, california",does not want kids,straight,likes dogs,atheism and somewhat serious about it,f,aquarius,no,english,single,NO,165.1
2298,39,athletic,strictly anything,socially,sometimes,graduated from ph.d program,"white, other",72,0,science / tech / engineering,30JUN12:14:59:00,"berkeley, california","does not have kids, but wants them",straight,likes dogs and likes cats,other but not too serious about it,m,libra,sometimes,"english (fluently), russian (fluently), c++ (poorly), sign language (p",single,NO,182.88
2299,37,fit,mostly anything,socially,never,graduated from college/university,white,69,0,sales / marketing / biz dev,30JUN12:09:46:00,"san francisco, california",does not want kids,gay,likes dogs and dislikes c,other,m,sagittarius,no,english (fluently),single,NO,175.26
2300,23,a little extra,mostly anything,socially,never,graduated from college/university,white,71,0,clerical / administrative,30JUN12:15:00:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and likes cats,christianity and very serious about it,m,capricorn,no,"english, latin (poorly)",single,NO,180.34
2301,43,average,strictly vegetari,socially,never,graduated from high school,white,64,0,other,24JUN12:09:58:00,"san carlos, california","has a kid, but does not want more",straight,has dogs and likes cats,christianity,f,leo,sometimes,english,single,YES,162.56
2302,29,fit,mostly vegetarian,rarely,never,graduated from college/university,white,65,20000,other,29JUN12:20:44:00,"berkeley, california",does not want kids,bisexual,has dogs and likes cats,other and very serious about it,f,aries,no,"english (fluently), french (okay), spanish (poorly)",single,NO,165.1
2303,42,average,strictly anything,socially,never,graduated from masters program,white,72,0,computer / hardware / software,20JUN12:20:46:00,"san francisco, california","has a kid, and might want more",straight,likes dogs,other but not too serious about it,m,taurus,no,"english (fluently), russian (fluently), ukrainian (fluently)",single,YES,182.88
2304,41,average,strictly other,not at all,never,graduated from masters program,white,72,150000,science / tech / engineering,27JUN12:22:49:00,"san bruno, california","does not have kids, but wants them",straight,likes dogs and likes cats,other and very serious about it,m,pisces,no,"english (fluently), spanish (okay)",single,NO,182.88
2305,20,average,mostly anything,socially,never,graduated from high school,white,68,20000,entertainment / media,17JUN12:13:49:00,"alameda, california","does not have kids, and does not want them",straight,has dogs,atheism,m,taurus,yes,english,single,NO,172.72
